"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110038736277","Tucson","AZ","5290.19902732618","H Wilson Sundt Generating Station","126","15350.7981725084","I- 10","2128.60357259942","PETRIE","04019","1585.39864841137"
"110039554693","Houma","LA","42870.4049451117","Burnside Alumina Plant","58200","38400.1855201774","US Hwy 90","17011.9471173682","THIBODAUX","22057","15035.6311538955"
"110001946556","Holyoke","MA","492.044753750968","Essential Power Massachusetts LLC","1642","16304.0790353057","I- 391","1473.83613106603","UNKNOWN140783","25013","1178.94948817857"
"110038705531","Pittsburgh","PA","9272.76059935505","Cheswick Power Plant","8226","18055.9062203473","Allegheny Valley Expy","487.459663426171","UNKNOWN157426","42003","4787.26449137233"
"110060463038","Detroit","MI","9362.9035092445","River Rouge","1740","19163.484646511","Edsel Ford Fwy","3254.914558199","UNKNOWN145620","26163","2893.78842571618"
"110039555139","Des Moines","IA","362.786575282311","Iowa State University","54201","65518.2406396591","I- 235","966.768392372647","UNKNOWN137655","19153","294.260022389023"
"110070247591","Florence","AZ","75274.5246144528","Ocotillo","116","116134.183633823","Superstition Fwy","70949.8878008114","MIAMI","04007","256.276977244251"
"110063211331","Holland","MI","58407.7421103361","Palisades","1715","12874.0492166154","I- 196","2458.74250894748","UNKNOWN129533","26159","3244.18713448364"
"110060753135","Brea","CA","4109.87597641262","Fullerton Mill CHP","58083","7417.99786392481","State Rte 57","1924.83436106606","NORWELD","06059","2271.69710783597"
"110040722117","St. Louis","MO","3065.30503451546","Meramec","2104","36790.5096235775","US Hwy 40","2062.950482012","UNKNOWN153246","29510","986.771563147557"
"110038762997","Anchorage","AK","1355223.4506764","International","6293","1343835.48258654","State Hwy 1","1337011.62877977","UNKNOWN158462","02150","664099.801743698"
"110070004568","Pueblo","CO","164876.131264235","Comanche (CO)","470","160348.677286271","I- 25","164641.889665948","UNKNOWN203937","08011","1593.22209333306"
"110070560296","Danville","IL","3699.35755301904","Crawfordsville Power Plant","1024","83094.3979015348","I- 74","3235.34314769304","UNKNOWN157899","17183","1395.20706003771"
"110054145956","Grand Rapids","MI","2256.60484645239","Claude Vandyke","1880","39982.5191626279","US Hwy 131","555.079508880041","UNKNOWN128708","26081","963.472754148925"
"110054146161","Grand Rapids","MI","2197.4127116816","Claude Vandyke","1880","40070.4776796876","US Hwy 131","679.746477104929","UNKNOWN128708","26081","928.179062425121"
"110063010469","Fitchburg","MA","20098.3677705826","Simonds","58945","24538.4498792407","State Rte 2","772.064718752828","UNKNOWN133570","25027","1144.60758218203"
"110055084894","Waterloo","IA","85090.9944451456","Duane Arnold Energy Center","1060","98755.6278152153","US Hwy 20","43580.2974321559","UNKNOWN159984","19065","20095.3369717405"
"110042316124","Dodge City","KS","175291.915092175","Hoisington","1286","75875.7101990414","I- 70","3929.29450371823","UNKNOWN119951","20051","2869.31207189836"
"110041619914","Portland","OR","9954.10964586918","Alden Bailey Power Plant","56223","141714.693417164","Pacific Hwy","5862.04415899302","SELLWOOD","41051","2524.95145099042"
"110063596791","Minneapolis","MN","4444.86429016402","Black Dog","1904","28430.260429262","I- 394","1578.61402399859","MAIN ST","27053","1545.64196194187"
"110038717537","Riverside","CA","7763.32560150087","New-Indy Ontario Mill","10427","20082.0586943697","State Rte 60","775.921734227616","RIVERSIDE","06065","1956.41413680992"
"110059720841","Findlay","OH","2759.53276751083","Monroe (MI)","1733","128251.903184941","I- 75","1303.58499365232","WEST MELROSE","39063","1133.66371956251"
"110063008579","Battle Creek","MI","1457.75359318963","Graphic Packaging","10698","44108.5405335168","State Hwy 66","692.807205183073","UNKNOWN173435","26025","694.397551438583"
"110063597772","Oklahoma City","OK","3796.88088547258","Weleetka","2966","156051.814690849","US Hwy 77","815.271237917378","UNKNOWN118529","40109","1303.39933908232"
"110038714255","Twin Falls","ID","2169.26444898168","Kennecott Power Plant","56163","378884.680914251","I- 84","13769.4555203455","UNKNOWN206889","16083","1068.69377498511"
"110070149233","Horn Lake","MS","18996.8173125209","Kennett","2139","193224.505774387","I- 55","814.534118611362","HERNANDO","28033","2039.56079002442"
"110070507759","Rochester","NY","5031.92253947468","Iola Powerhouse & Cogeneration Facility","62424","5591.71256027954","I- 490","1144.72347873031","UNKNOWN125117","36055","3709.15187024824"
"110060422047","Springfield","MO","70607.6782435986","James River Power Station","2161","79254.6185279749","I- 44","16959.1596743239","UNKNOWN121787","29059","6877.07951169871"
"110043083418","Portage","MI","47096.6560945855","Graphic Packaging","10698","59845.1406245484","I- 80","30773.7550049397","UNKNOWN128678","26149","14637.594973945"
"110039553300","Hilo","HI","35070.9883739136","AES Hawaii","10673","383392.633235583","I- H-1","352118.182245044","UNKNOWN156819","15001","20174.1970664963"
"110070117630","Columbia","SC","1268.00409553332","Parr GT","3291","47684.7973990588","US Hwy 76","1812.82547923991","UNKNOWN157677","45079","471.258609185384"
"110054628024","Roanoke","VA","2019.40622536143","Mecklenburg Power Station","52007","182958.160910694","I- 581","675.250187389167","UNKNOWN173141","51770","870.758484577277"
"110070149190","Pahrump","NV","292856.901990341","Fort Churchill","2330","259815.278332922","I- 80","312050.650505343","TONOPAH","32009","1152.67269132396"
"110040822269","Greenville","TX","3778.38559618708","University of Texas at Dallas","54607","73766.4287084026","I- 30","3089.61391776113","UNKNOWN309524","48231","2174.02017148829"
"110071090754","Duluth","MN","5249.93776272529","Moose Lake","1996","86386.6068735158","I- 35","403.684617865131","UNKNOWN129284","27137","1933.95045186221"
"110038708645","Tulsa","OK","530.520064556024","GREC","165","78716.2809331883","US Hwy 64","682.189120329182","UNKNOWN118355","40143","245.91631967228"
"110071090158","Manitowoc","WI","7013.34510908956","Edgewater","4050","54861.726651045","I- 43","2165.11828000846","DEWEY","55071","760.924118959025"
"110038697372","Clearwater","FL","3918.25839414322","Higgins","630","17739.5833275507","State Hwy 55","7851.88043871195","BELLEAIR","12103","1568.17859094454"
"110060478086","Baltimore","MD","3479.97451272172","Westport","1560","881.163375620594","State Hwy 295","208.989577148396","UNKNOWN123223","24510","326.673895601955"
"110038706745","Farmington","NM","184223.412922478","Nucla","527","97167.7243046412","I- 70","176361.085806434","UNKNOWN201853","08091","5982.54653525048"
"110070164243","Harrisburg","PA","5914.15364987343","Three Mile Island","8011","18098.5988908762","I- 83","3212.50015430197","UNKNOWN172971","42043","700.664565336205"
"110070384500","Lorain","OH","59333.2608063197","Avon Lake","2836","73551.4102253463","State Rte 2","7667.0666628608","BAY","39043","1004.84012093831"
"110070570385","Stevens Point","WI","715.198962294975","Weston","4078","53192.9386692183","I- 39","3666.651542097","UNKNOWN132911","55097","1482.15970326848"
"110038702482","Clinton","IA","5116.76772819642","Riverside","1081","49471.3447452268","State Rte 5","22499.2110552376","UNKNOWN137666","19045","612.640517818721"
"110039219271","Brookline","MA","6923.866297925","Mass Inst Tech Cntrl Utilities/Cogen Plt","54907","7592.12186525276","State Rte 3","3055.05979952152","DEWAR STREET","25025","2919.33478587869"
"110066849003","Covington","KY","1217.24472681472","Miami Fort","2832","32582.8979585333","I- 71","542.249920554865","UNKNOWN137586","21117","188.196263207992"
"110038732823","Fayetteville","NC","1861.33588850967","Darlington County","3250","166949.945323579","State Hwy 87","1158.06252968885","UNKNOWN114106","37051","1124.89963572665"
"110038734313","Inver Grove Heights","MN","6929.95058470674","Inver Hills","1913","12998.6219730884","I- 494","1848.32326399402","RED ROCK","27037","3821.26490720221"
"110039542064","University City","MO","4526.92766489439","Sioux","2107","34297.1455807589","I- 70","4461.12550362025","UNKNOWN117868","29189","565.992294599754"
"110038698148","Tampa","FL","5945.51521248994","Big Bend","645","25240.7037106696","State Hwy 93","2088.43765872822","UNKNOWN120372","12057","1244.9439669131"
"110071089794","Pocatello","ID","24853.0670976562","Naughton","4162","279946.343811464","I- 15","2902.58999040103","FORT HALL","16011","1330.26702418903"
"110070258743","Flint","MI","1165.01789154726","Hancock","1730","77150.828369496","Buick Fwy","229.361922436767","UNKNOWN144576","26049","1568.78993417342"
"110017014130","Aiken","SC","85861.1093969347","McIntosh","6124","87727.4095559645","I- 95","62966.7167947884","UNKNOWN157628","45005","1605.01438725801"
"110044763020","Superior","WI","136862.894459311","White Pine Electric Power","10148","149767.390607082","I- 35","135413.440135759","BAYFRONT","55003","1498.37138525894"
"110069442598","Iowa City","IA","55402.8609906434","University of Iowa Main Power Plant","54775","55294.0529048118","US Hwy 218","30575.4607493318","UNKNOWN137745","19183","574.108225338355"
"110060782229","Prattville","AL","31923.3033405105","U S Alliance Coosa Pines","54216","101326.278794281","I- 65","20695.4990194411","UNKNOWN109190","01001","2502.06244744507"
"110021629273","Rockford","IL","60984.3168169765","Rock River","4057","77391.7025701244","US Hwy 20","2958.78398408197","UNKNOWN144432","17177","1337.73417972222"
"110060281644","Blacksburg","VA","99150.4656717648","Elkton","52148","258253.73526596","I- 64","6911.07702598011","MEADOW BRIDGE","54019","6206.31210588422"
"110038750848","Cranston","RI","3292.16668330317","Pawtucket Power Associates","54056","14608.7730216384","I- 95","1508.60279412634","UNKNOWN130527","44007","1373.34245713104"
"110038717430","Riverside","CA","7763.32560150087","New-Indy Ontario Mill","10427","20082.0586943697","State Rte 60","775.921734227616","RIVERSIDE","06065","1956.41413680992"
"110056393148","Ogden","UT","2784.92544736123","Gadsby","3648","67789.2028711425","I- 84","1615.5936401758","DEAD HEAD","49057","802.299534821309"
"110038717396","Riverside","CA","5606.56528216811","New-Indy Ontario Mill","10427","20030.9408272553","Riverside Fwy","879.909381450052","RIVERSIDE","06065","1060.14820368363"
"110043315659","Lakeland","FL","19958.3729616475","C D McIntosh Jr","676","23495.6700614329","State Hwy 570","12289.8122168347","UNKNOWN108312","12105","1623.2633374271"
"110054147614","Wausau","WI","430215.68749538","Presque Isle","1769","159070.312683323","US Hwy 51","348454.054567831","KEWEENAW","26083","10683.8637197076"
"110070234913","Manchester","NH","18240.1467951534","Simonds","58945","71194.5201169668","I- 293","12536.5805434996","GREGGS","33011","3622.99713159893"
"110055129793","Sioux Falls","SD","348885.372838995","Huron","3344","242283.229762788","I- 90","77233.4136009971","UNKNOWN159152","46123","533.641114297774"
"110040821180","Martinez","GA","77416.527914534","Kamin LLC Wrens Plant","54880","36185.6750632199","I- 20","66710.2211576576","UNKNOWN113401","13163","1795.9152679747"
"110038712989","Salina","KS","3219.57439749816","Hoisington","1286","133318.270251462","US Hwy 81","1220.29081515331","UNKNOWN158387","20169","2343.75510196636"
"110038745490","Topeka","KS","4332.15790007465","Ottawa","1316","76965.0251774969","State Hwy 4","425.632731407984","UNKNOWN118066","20177","678.578449348277"
"110061047488","Fort Worth","TX","1803.74038634883","University of Texas at Dallas","54607","71990.6632684076","US Hwy 377","474.719834419055","UNKNOWN304123","48439","459.568719182234"
"110038742849","Baltimore","MD","2442.88349695664","Gould Street","1553","1240.90150040261","I- 95","1053.54861920717","UNKNOWN123967","24510","1326.60852293021"
"110038708244","East St. Louis","IL","6464.67927436709","Sioux","2107","39065.6783534329","I- 70","1404.78397362112","UNKNOWN121704","17163","793.27469690028"
"110038752711","Anchorage","AK","9826.48190871963","International","6293","19606.4869827769","State Hwy 1","319.406856809607","UNKNOWN158441","02020","2258.44861515761"
"110038696881","St. Petersburg","FL","1125.60569275099","Big Bend","645","29644.7959029086","I- 275","150.5003791681","UNKNOWN108640","12103","975.790233255114"
"110039687719","Horn Lake","MS","83019.8967476809","Gerald Andrus","8054","168375.41709516","US Hwy 61 Byp","41953.5757523849","UNKNOWN121328","05107","2083.71731096932"
"110038765725","Warren","MI","4550.1322311629","Par Sterile Products","50318","23739.7968116107","I- 696","6825.47579652014","UNKNOWN128909","26099","2282.52503554436"
"110060508847","Bangor","ME","58074.2063869858","Androscoggin Mill","54085","203608.563876303","I- 395","50456.2321913497","UNKNOWN133131","23009","2479.58506826772"
"110055377337","Casselberry","FL","1775.44800629636","Stanton Energy Center","564","27895.5740999308","State Hwy 400","6498.62241095133","UNKNOWN120258","12117","972.642311043417"
"110038379260","Bangor","ME","78662.0694869079","Androscoggin Mill","54085","154746.07799019","I- 95","55349.0140637014","UNKNOWN161320","23021","880.690221432249"
"110060281671","Los Angeles","CA","6023.97386851872","Caltech Central","57460","13557.0830724229","I- 5","371.006558219635","STATION A (ST. JOHN)","06037","995.350604179547"
"110060394666","West New York","NJ","7760.59084245346","59th Street","2503","11017.610307241","I- 95","1352.52902524368","CARLSTADT","34003","306.501227838189"
"110056253977","Kokomo","IN","1911.46052144859","Caterpillar","50935","79701.2235245039","US Hwy 35","5310.27491802439","UNKNOWN128125","18067","403.944962053035"
"110038740351","Manchester","NH","32948.7051330597","Simonds","58945","50619.8648753047","Frederick E Everett Tpke","24325.0226012131","UNKNOWN139721","33011","8752.24245564463"
"110038762434","St. Louis","MO","2726.89145457092","Meramec","2104","36761.7231874574","US Hwy 40","2061.81811554267","UNKNOWN153246","29510","1425.8518836343"
"110070149181","Melrose Park","IL","6206.87721714491","Saint Francis Hospital","50952","26017.5704245527","I- 294","244.771023330853","FRANKLIN PARK","17031","691.694855313751"
"110054365414","Meriden","CT","245.556437725832","Capitol District Energy Center","50498","35541.0310175592","I- 691","853.547425420101","UNKNOWN136477","09009","3745.51178685557"
"110038748031","Bristol","CT","1343.17365792676","Capitol District Energy Center","50498","31253.5958459561","State Hwy 72","9918.46983799465","BRISTOL","09003","2325.93324613293"
"110070117636","Portland","ME","3938.20194423577","Androscoggin Energy Center","55031","132383.187797405","I- 295","435.063145573109","SEWALL","23005","257.333715214513"
"110070525729","Minot","ND","1821.07101068945","R M Heskett","2790","230250.831661914","I- 94","226296.450159589","UNKNOWN133958","38101","2728.81087684928"
"110060722446","Trenton","NJ","996.949712440962","West Point (PA)","52149","60050.5216355982","State Rte 26","201.816011710725","UNKNOWN172393","34021","4346.78083691108"
